Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
5,320,3085.96,4,4,4,444,Best Customers
13,319,3844.22,4,4,4,444,Best Customers
17,41,242.21,3,2,1,321,Loyal Customers
27,154,1583.2,3,4,3,343,Best Customers
7,45,26626.8,4,3,4,434,Best Customers
36,10,151.05,3,1,1,311,Loyal Customers
156,11,214.79999999999998,1,1,1,111,Lost Customers
283,20,109.95,1,2,1,121,Lost Customers
106,153,549.07,2,4,2,242,Lost Customers
24,84,1959.38,3,3,4,334,Best Customers
74,15,322.41,2,1,2,212,Almost Lost
15,47,370.47999999999996,4,3,2,432,Lost Customers
157,2,101.10000000000001,1,1,1,111,Lost Customers
43,38,575.41,3,2,2,322,Loyal Customers
10,92,887.65,4,3,3,433,Best Customers
31,235,1469.45,3,4,3,343,Best Customers
290,9,53.5,1,1,1,111,Lost Customers
20,60,1100.47,3,3,3,333,Best Customers
332,8,153.9,1,1,1,111,Lost Customers
17,28,494.44,3,2,2,322,Loyal Customers
3,94,6675.71,4,3,4,434,Best Customers
62,39,395.8,2,2,2,222,Almost Lost
197,32,210.32000000000002,1,2,1,121,Lost Customers
32,34,658.88,3,2,3,323,Loyal Customers
0,110,2024.95,4,4,4,444,Best Customers
6,70,1460.3700000000001,4,3,3,433,Best Customers
4,671,3411.69,4,4,4,444,Best Customers
9,106,896.66,4,4,3,443,Best Customers
31,90,652.07,3,3,3,333,Best Customers
52,5,109.36000000000001,2,1,1,211,Almost Lost
11,53,707.04,4,3,3,433,Best Customers
17,51,1540.42,3,3,3,333,Best Customers
18,18,327.3,3,2,2,322,Loyal Customers
36,130,804.49,3,4,3,343,Best Customers
1,76,497.43,4,3,2,432,Lost Customers
17,118,1553.66,3,4,3,343,Best Customers
81,228,1320.56,2,4,3,243,Big Spenders
32,97,367.93,3,3,2,332,Lost Customers
65,111,473.03000000000003,2,4,2,242,Lost Customers
8,128,977.52,4,4,3,443,Best Customers
266,5,676.2,1,1,3,113,Lost Customers
246,23,362.95,1,2,2,122,Almost Lost
3,109,2131.9,4,4,4,444,Best Customers
60,32,1780.59,2,2,4,224,Almost Lost
74,102,668.36,2,3,3,233,Big Spenders
89,33,584.5,2,2,2,222,Almost Lost
59,59,555.89,2,3,2,232,Lost Customers
28,88,317.2,3,3,2,332,Lost Customers
322,4,94.36,1,1,1,111,Lost Customers
52,35,1362.27,2,2,3,223,Almost Lost
269,45,221.19,1,3,1,131,Lost Customers
1,358,2941.05,4,4,4,444,Best Customers
49,100,1412.06,3,3,3,333,Best Customers
60,210,1486.9,2,4,3,243,Big Spenders
144,86,1631.15,1,3,4,134,Big Spenders
18,73,408.57,3,3,2,332,Lost Customers
94,29,303.93,2,2,2,222,Almost Lost
0,198,4061.24,4,4,4,444,Best Customers
264,60,299.6,1,3,2,132,Lost Customers
301,15,161.04999999999998,1,1,1,111,Lost Customers
69,23,443.05,2,2,2,222,Almost Lost
301,5,167.25,1,1,1,111,Lost Customers
18,63,163.07,3,3,1,331,Lost Customers
12,172,2126.93,4,4,4,444,Best Customers
35,232,2028.88,3,4,4,344,Best Customers
18,45,214.65,3,3,1,331,Lost Customers
53,35,151.83,2,2,1,221,Almost Lost
56,31,262.2,2,2,1,221,Almost Lost
21,7,126.25,3,1,1,311,Loyal Customers
43,54,210.35,3,3,1,331,Lost Customers
26,73,1026.99,3,3,3,333,Best Customers
44,102,675.27,3,3,3,333,Best Customers
112,52,959.48,2,3,3,233,Big Spenders
16,399,33805.69,4,4,4,444,Best Customers
24,18,346.12,3,2,2,322,Loyal Customers
190,6,82.56,1,1,1,111,Lost Customers
301,21,302.7,1,2,2,122,Almost Lost
1,372,1908.25,4,4,4,444,Best Customers
262,9,241.06,1,1,1,111,Lost Customers
80,1,-2.95,2,1,1,211,Almost Lost
105,2,284.55,2,1,1,211,Almost Lost
56,6,300.85,2,1,2,212,Almost Lost
212,83,642.81,1,3,2,132,Lost Customers
63,8,287.4,2,1,1,211,Almost Lost
27,17,184.26,3,1,1,311,Loyal Customers
28,109,1522.25,3,4,3,343,Best Customers
5,132,798.35,4,4,3,443,Best Customers
7,282,3640.67,4,4,4,444,Best Customers
66,24,381.2,2,2,2,222,Almost Lost
1,174,616.79,4,4,2,442,Lost Customers
45,86,638.77,3,3,2,332,Lost Customers
33,63,230.51,3,3,1,331,Lost Customers
0,4,2.8999999999941792,4,1,1,411,Loyal Customers
135,36,259.01,2,2,1,221,Almost Lost
197,20,188.89000000000001,1,2,1,121,Lost Customers
190,43,674.69,1,3,3,133,Big Spenders
149,11,311.92,1,1,2,112,Lost Customers
87,14,266.97,2,1,1,211,Almost Lost
44,3,-8.15,3,1,1,311,Loyal Customers
63,99,1841.18,2,3,4,234,Big Spenders
98,111,2158.37,2,4,4,244,Big Spenders
217,9,208.36,1,1,1,111,Lost Customers
2,202,3482.7400000000002,4,4,4,444,Best Customers
27,135,814.72,3,4,3,343,Best Customers
177,33,151.42,1,2,1,121,Lost Customers
63,4,102.0,2,1,1,211,Almost Lost
20,85,1383.7,3,3,3,333,Best Customers
19,236,1314.68,3,4,3,343,Best Customers
33,148,1603.46,3,4,3,343,Best Customers
73,2,74.9,2,1,1,211,Almost Lost
23,182,650.43,3,4,3,343,Best Customers
51,171,757.44,2,4,3,243,Big Spenders
274,13,223.95000000000002,1,1,1,111,Lost Customers
164,19,314.86,1,2,2,122,Almost Lost
6,368,1811.47,4,4,4,444,Best Customers
87,28,544.3,2,2,2,222,Almost Lost
63,146,2494.46,2,4,4,244,Big Spenders
24,17,331.0,3,1,2,312,Loyal Customers
9,35,300.83,4,2,2,422,Loyal Customers
75,53,769.29,2,3,3,233,Big Spenders
15,18,220.62,4,2,1,421,Loyal Customers
191,19,139.35,1,2,1,121,Lost Customers
173,26,379.4,1,2,2,122,Almost Lost
76,42,363.65,2,2,2,222,Almost Lost
32,31,492.2,3,2,2,322,Loyal Customers
46,39,731.5,3,2,3,323,Loyal Customers
72,62,1329.66,2,3,3,233,Big Spenders
296,50,826.53,1,3,3,133,Big Spenders
2,97,684.41,4,3,3,433,Best Customers
8,97,1562.22,4,3,3,433,Best Customers
49,136,2965.69,3,4,4,344,Best Customers
160,16,86.12,1,1,1,111,Lost Customers
359,22,319.1,1,2,2,122,Almost Lost
4,11,400.86,4,1,2,412,Loyal Customers
106,86,1421.43,2,3,3,233,Big Spenders
24,86,484.38,3,3,2,332,Lost Customers
31,4,777.6,3,1,3,313,Loyal Customers
19,3,90.30000000000001,3,1,1,311,Loyal Customers
296,13,363.7,1,1,2,112,Lost Customers
371,13,248.1,1,1,1,111,Lost Customers
21,169,950.26,3,4,3,343,Best Customers
4,35,874.59,4,2,3,423,Loyal Customers
51,113,1627.13,2,4,4,244,Big Spenders
29,6,101.69999999999999,3,1,1,311,Loyal Customers
276,17,162.7,1,1,1,111,Lost Customers
60,42,480.92,2,2,2,222,Almost Lost
24,13,215.07999999999998,3,1,1,311,Loyal Customers
185,157,1036.6200000000001,1,4,3,143,Big Spenders
1,298,9295.67,4,4,4,444,Best Customers
1,200,11895.57,4,4,4,444,Best Customers
171,15,290.36,1,1,1,111,Lost Customers
80,14,228.06,2,1,1,211,Almost Lost
3,17,244.41,4,1,1,411,Loyal Customers
189,30,455.25,1,2,2,122,Almost Lost
21,77,1244.59,3,3,3,333,Best Customers
17,4,6748.8,3,1,4,314,Loyal Customers
18,181,1026.94,3,4,3,343,Best Customers
4,31,593.75,4,2,2,422,Loyal Customers
106,56,539.02,2,3,2,232,Lost Customers
2,45,1388.81,4,3,3,433,Best Customers
53,5,119.62,2,1,1,211,Almost Lost
164,3,339.3,1,1,2,112,Lost Customers
290,31,-95.93,1,2,1,121,Lost Customers
9,981,4154.64,4,4,4,444,Best Customers
108,261,2266.25,2,4,4,244,Big Spenders
95,32,922.12,2,2,3,223,Almost Lost
242,17,379.73,1,1,2,112,Lost Customers
162,86,5664.57,1,3,4,134,Big Spenders
2,74,641.55,4,3,2,432,Lost Customers
34,17,285.89,3,1,1,311,Loyal Customers
66,207,3313.79,2,4,4,244,Big Spenders
23,11,281.85,3,1,1,311,Loyal Customers
0,474,8257.04,4,4,4,444,Best Customers
20,58,816.51,3,3,3,333,Best Customers
5,31,511.12,4,2,2,422,Loyal Customers
53,19,1077.74,2,2,3,223,Almost Lost
363,3,173.7,1,1,1,111,Lost Customers
14,19,614.01,4,2,2,422,Loyal Customers
193,35,865.6,1,2,3,123,Almost Lost
2,5,124.2,4,1,1,411,Loyal Customers
8,133,3622.95,4,4,4,444,Best Customers
2,106,1285.22,4,4,3,443,Best Customers
126,58,999.7,2,3,3,233,Big Spenders
73,46,648.41,2,3,3,233,Big Spenders
70,28,451.44,2,2,2,222,Almost Lost
364,1,-30.599999999999998,1,1,1,111,Lost Customers
154,11,70.44,1,1,1,111,Lost Customers
112,6,313.62,2,1,2,212,Almost Lost
373,14,233.45,1,1,1,111,Lost Customers
79,31,908.03,2,2,3,223,Almost Lost
248,8,463.95,1,1,2,112,Lost Customers
231,13,225.15,1,1,1,111,Lost Customers
70,33,459.24,2,2,2,222,Almost Lost
68,10,213.5,2,1,1,211,Almost Lost
3,222,4073.28,4,4,4,444,Best Customers
50,27,330.03,2,2,2,222,Almost Lost
74,53,181.09,2,3,1,231,Lost Customers
60,85,360.16,2,3,2,232,Lost Customers
15,12,250.15,4,1,1,411,Loyal Customers
3,7,90.04,4,1,1,411,Loyal Customers
276,11,140.7,1,1,1,111,Lost Customers
3,62,813.52,4,3,3,433,Best Customers
40,31,244.79999999999998,3,2,1,321,Loyal Customers
30,32,494.72999999999996,3,2,2,322,Loyal Customers
74,34,482.47,2,2,2,222,Almost Lost
17,174,3038.67,3,4,4,344,Best Customers
14,280,5450.96,4,4,4,444,Best Customers
218,6,75.66,1,1,1,111,Lost Customers
185,11,120.99000000000001,1,1,1,111,Lost Customers
32,66,1187.66,3,3,3,333,Best Customers
69,30,618.59,2,2,2,222,Almost Lost
182,26,506.19,1,2,2,122,Almost Lost
14,33,500.42,4,2,2,422,Loyal Customers
235,5,151.85,1,1,1,111,Lost Customers
30,97,2630.64,3,3,4,334,Best Customers
253,16,204.41,1,1,1,111,Lost Customers
3,9,178.96,4,1,1,411,Loyal Customers
51,29,813.48,2,2,3,223,Almost Lost
245,5,129.45,1,1,1,111,Lost Customers
80,48,810.5699999999999,2,3,3,233,Big Spenders
274,23,333.08,1,2,2,122,Almost Lost
0,184,4379.65,4,4,4,444,Best Customers
78,20,322.8,2,2,2,222,Almost Lost
29,119,2183.04,3,4,4,344,Best Customers
73,64,417.73,2,3,2,232,Lost Customers
16,153,2878.15,4,4,4,444,Best Customers
222,9,217.9,1,1,1,111,Lost Customers
31,72,1124.59,3,3,3,333,Best Customers
22,95,1676.47,3,3,4,334,Best Customers
24,52,1169.38,3,3,3,333,Best Customers
105,12,231.10000000000002,2,1,1,211,Almost Lost
4,35,679.83,4,2,3,423,Loyal Customers
245,27,487.51,1,2,2,122,Almost Lost
177,62,833.78,1,3,3,133,Big Spenders
169,14,214.06,1,1,1,111,Lost Customers
38,21,270.85999999999996,3,2,1,321,Loyal Customers
71,24,518.42,2,2,2,222,Almost Lost
53,123,6654.26,2,4,4,244,Big Spenders
15,76,1166.92,4,3,3,433,Best Customers
140,31,594.97,2,2,2,222,Almost Lost
17,261,3794.52,3,4,4,344,Best Customers
21,80,8568.24,3,3,4,334,Best Customers
9,208,933.62,4,4,3,443,Best Customers
367,8,123.24,1,1,1,111,Lost Customers
188,2,39.12,1,1,1,111,Lost Customers
15,17,810.4499999999999,4,1,3,413,Loyal Customers
361,9,135.39999999999998,1,1,1,111,Lost Customers
18,32,118.98,3,2,1,321,Loyal Customers
67,53,570.13,2,3,2,232,Lost Customers
14,20,306.71999999999997,4,2,2,422,Loyal Customers
23,161,1370.8700000000001,3,4,3,343,Best Customers
16,262,4022.46,4,4,4,444,Best Customers
27,6,1692.27,3,1,4,314,Loyal Customers
1,117,8093.59,4,4,4,444,Best Customers
54,98,319.61,2,3,2,232,Lost Customers
33,92,1558.72,3,3,3,333,Best Customers
2,170,3013.83,4,4,4,444,Best Customers
365,3,129.75,1,1,1,111,Lost Customers
42,10,183.7,3,1,1,311,Loyal Customers
72,44,1770.34,2,3,4,234,Big Spenders
4,30,1028.0,4,2,3,423,Loyal Customers
3,281,65892.08,4,4,4,444,Best Customers
60,62,324.24,2,3,2,232,Lost Customers
46,588,3043.48,3,4,4,344,Best Customers
0,62,1260.86,4,3,3,433,Best Customers
75,16,303.26,2,1,2,212,Almost Lost
43,13,208.63,3,1,1,311,Loyal Customers
255,3,1276.0,1,1,3,113,Lost Customers
68,60,482.01,2,3,2,232,Lost Customers
134,10,657.9000000000001,2,1,3,213,Almost Lost
240,21,112.75,1,2,1,121,Lost Customers
226,5,1998.0,1,1,4,114,Lost Customers
8,312,5040.0,4,4,4,444,Best Customers
8,154,5150.2699999999995,4,4,4,444,Best Customers
0,284,13946.130000000001,4,4,4,444,Best Customers
36,123,531.35,3,4,2,342,Lost Customers
45,27,656.63,3,2,3,323,Loyal Customers
84,79,3029.87,2,3,4,234,Big Spenders
18,402,2483.04,3,4,4,344,Best Customers
2,22,1651.03,4,2,4,424,Loyal Customers
8,447,3645.43,4,4,4,444,Best Customers
18,632,6840.2300000000005,3,4,4,344,Best Customers
218,94,911.53,1,3,3,133,Big Spenders
77,19,301.71999999999997,2,2,2,222,Almost Lost
266,3,319.8000000000001,1,1,2,112,Lost Customers
8,236,3278.36,4,4,4,444,Best Customers
368,45,623.75,1,3,2,132,Lost Customers
14,203,1773.92,4,4,4,444,Best Customers
25,27,155.24,3,2,1,321,Loyal Customers
261,37,292.47,1,2,1,121,Lost Customers
16,228,4711.21,4,4,4,444,Best Customers
90,43,589.15,2,3,2,232,Lost Customers
301,152,775.07,1,4,3,143,Big Spenders
25,185,1382.02,3,4,3,343,Best Customers
363,46,272.82,1,3,1,131,Lost Customers
45,269,1054.67,3,4,3,343,Best Customers
35,668,7076.28,3,4,4,344,Best Customers
51,84,702.79,2,3,3,233,Big Spenders
31,28,603.75,3,2,2,322,Loyal Customers
51,53,650.51,2,3,3,233,Big Spenders
78,128,2269.21,2,4,4,244,Big Spenders
52,1,417.59999999999997,2,1,2,212,Almost Lost
297,1,3.75,1,1,1,111,Lost Customers
171,16,312.55,1,1,2,112,Lost Customers
46,4,0.0,3,1,1,311,Loyal Customers
28,193,2191.84,3,4,4,344,Best Customers
10,242,1304.76,4,4,3,443,Best Customers
86,358,7170.7,2,4,4,244,Big Spenders
4,452,6694.31,4,4,4,444,Best Customers
24,45,826.96,3,3,3,333,Best Customers
17,69,1515.9,3,3,3,333,Best Customers
44,95,623.93,3,3,2,332,Lost Customers
30,25,1764.72,3,2,4,324,Loyal Customers
372,9,207.5,1,1,1,111,Lost Customers
57,34,223.92000000000002,2,2,1,221,Almost Lost
371,2,2002.4,1,1,4,114,Lost Customers
113,176,1484.63,2,4,3,243,Big Spenders
214,13,239.4,1,1,1,111,Lost Customers
318,7,106.83000000000001,1,1,1,111,Lost Customers
64,22,369.34000000000003,2,2,2,222,Almost Lost
7,43,772.84,4,3,3,433,Best Customers
96,13,316.62,2,1,2,212,Almost Lost
19,89,1501.38,3,3,3,333,Best Customers
184,24,594.9,1,2,2,122,Almost Lost
3,718,2758.25,4,4,4,444,Best Customers
293,1,34.0,1,1,1,111,Lost Customers
272,34,1145.6,1,2,3,123,Almost Lost
30,222,5580.6,3,4,4,344,Best Customers
47,58,458.04,3,3,2,332,Lost Customers
259,40,380.39,1,2,2,122,Almost Lost
57,146,744.9,2,4,3,243,Big Spenders
32,255,2246.81,3,4,4,344,Best Customers
56,26,171.59,2,2,1,221,Almost Lost
67,49,654.92,2,3,3,233,Big Spenders
9,158,1695.66,4,4,4,444,Best Customers
59,76,388.28,2,3,2,232,Lost Customers
79,50,226.35,2,3,1,231,Lost Customers
73,16,245.94,2,1,1,211,Almost Lost
1,344,10454.05,4,4,4,444,Best Customers
99,60,425.19,2,3,2,232,Lost Customers
364,19,294.65,1,2,2,122,Almost Lost
9,197,2242.25,4,4,4,444,Best Customers
19,3,107.6,3,1,1,311,Loyal Customers
122,155,597.48,2,4,2,242,Lost Customers
7,5,80.8,4,1,1,411,Loyal Customers
3,95,1520.1200000000001,4,3,3,433,Best Customers
28,322,1706.28,3,4,4,344,Best Customers
281,12,110.38000000000001,1,1,1,111,Lost Customers
56,16,243.84,2,1,1,211,Almost Lost
0,287,1201.51,4,4,3,443,Best Customers
364,66,414.88,1,3,2,132,Lost Customers
88,18,305.62,2,2,2,222,Almost Lost
10,164,1201.49,4,4,3,443,Best Customers
162,121,867.83,1,4,3,143,Big Spenders
64,24,332.3,2,2,2,222,Almost Lost
22,60,536.99,3,3,2,332,Lost Customers
173,98,460.59,1,3,2,132,Lost Customers
102,103,801.49,2,4,3,243,Big Spenders
142,67,1121.59,2,3,3,233,Big Spenders
98,23,288.42,2,2,1,221,Almost Lost
22,150,912.74,3,4,3,343,Best Customers
191,16,275.64,1,1,1,111,Lost Customers
4,28,547.07,4,2,2,422,Loyal Customers
360,15,479.35,1,1,2,112,Lost Customers
7,449,1692.98,4,4,4,444,Best Customers
13,325,6500.6,4,4,4,444,Best Customers
102,28,417.06,2,2,2,222,Almost Lost
2,95,1446.95,4,3,3,433,Best Customers
10,191,3317.97,4,4,4,444,Best Customers
95,26,497.61,2,2,2,222,Almost Lost
226,38,358.38,1,2,2,122,Almost Lost
15,26,460.64,4,2,2,422,Loyal Customers
38,28,775.1800000000001,3,2,3,323,Loyal Customers
50,22,341.7,2,2,2,222,Almost Lost
92,8,128.5,2,1,1,211,Almost Lost
156,11,197.22,1,1,1,111,Lost Customers
38,23,325.91,3,2,2,322,Loyal Customers
183,12,199.15,1,1,1,111,Lost Customers
0,47,1106.53,4,3,3,433,Best Customers
227,24,413.46,1,2,2,122,Almost Lost
127,10,180.85,2,1,1,211,Almost Lost
39,11,251.87,3,1,1,311,Loyal Customers
30,166,3167.73,3,4,4,344,Best Customers
196,26,582.9,1,2,2,122,Almost Lost
8,298,15357.78,4,4,4,444,Best Customers
36,117,1774.62,3,4,4,344,Best Customers
63,64,1260.44,2,3,3,233,Big Spenders
42,379,10183.82,3,4,4,344,Best Customers
49,11,214.32,3,1,1,311,Loyal Customers
42,12,193.44,3,1,1,311,Loyal Customers
52,14,281.42,2,1,1,211,Almost Lost
186,8,124.57,1,1,1,111,Lost Customers
333,19,332.41,1,2,2,122,Almost Lost
3,20,342.45,4,2,2,422,Loyal Customers
9,9,144.91000000000003,4,1,1,411,Loyal Customers
23,19,328.4,3,2,2,322,Loyal Customers
14,2,35.400000000000006,4,1,1,411,Loyal Customers
365,13,345.89000000000004,1,1,2,112,Lost Customers
105,72,473.14,2,3,2,232,Lost Customers
59,8,151.65,2,1,1,211,Almost Lost
28,28,481.35,3,2,2,322,Loyal Customers
140,11,207.73999999999998,2,1,1,211,Almost Lost
22,129,805.62,3,4,3,343,Best Customers
21,139,2761.4900000000002,3,4,4,344,Best Customers
76,7,680.02,2,1,3,213,Almost Lost
4,289,7066.31,4,4,4,444,Best Customers
63,123,2023.47,2,4,4,244,Big Spenders
11,159,853.72,4,4,3,443,Best Customers
24,6,0.0,3,1,1,311,Loyal Customers
30,178,1519.08,3,4,3,343,Best Customers
66,1,432.0,2,1,2,212,Almost Lost
66,39,705.12,2,2,3,223,Almost Lost
186,38,276.73,1,2,1,121,Lost Customers
37,26,429.84000000000003,3,2,2,322,Loyal Customers
14,101,471.51,4,3,2,432,Lost Customers
34,37,194.88,3,2,1,321,Loyal Customers
194,135,1578.67,1,4,3,143,Big Spenders
1,203,809.7,4,4,3,443,Best Customers
0,101,496.84000000000003,4,3,2,432,Lost Customers
366,45,145.93,1,3,1,131,Lost Customers
64,69,219.14,2,3,1,231,Lost Customers
298,44,213.03,1,3,1,131,Lost Customers
25,163,444.46,3,4,2,342,Lost Customers
7,125,1281.56,4,4,3,443,Best Customers
11,82,187.6900000000001,4,3,1,431,Lost Customers
115,44,1706.88,2,3,4,234,Big Spenders
28,60,373.24,3,3,2,332,Lost Customers
3,710,3754.27,4,4,4,444,Best Customers
4,209,3085.48,4,4,4,444,Best Customers
81,93,579.77,2,3,2,232,Lost Customers
28,151,981.65,3,4,3,343,Best Customers
63,19,364.14,2,2,2,222,Almost Lost
3,547,1510.06,4,4,3,443,Best Customers
22,105,2528.67,3,4,4,344,Best Customers
289,8,113.44,1,1,1,111,Lost Customers
35,38,208.46,3,2,1,321,Loyal Customers
8,57,621.6800000000001,4,3,2,432,Lost Customers
23,143,576.26,3,4,2,342,Lost Customers
276,9,391.52,1,1,2,112,Lost Customers
49,130,1043.34,3,4,3,343,Best Customers
155,327,2596.45,1,4,4,144,Big Spenders
60,60,169.79,2,3,1,231,Lost Customers
11,696,6666.83,4,4,4,444,Best Customers
20,89,739.5,3,3,3,333,Best Customers
370,14,230.25,1,1,1,111,Lost Customers
115,6,543.05,2,1,2,212,Almost Lost
79,213,2781.5,2,4,4,244,Big Spenders
3,77,1295.39,4,3,3,433,Best Customers
25,54,380.55,3,3,2,332,Lost Customers
4,898,4604.22,4,4,4,444,Best Customers
52,53,161.94,2,3,1,231,Lost Customers
0,49,530.08,4,3,2,432,Lost Customers
54,62,950.9300000000001,2,3,3,233,Big Spenders
25,57,262.68,3,3,1,331,Lost Customers
8,242,1903.13,4,4,4,444,Best Customers
51,305,3049.88,2,4,4,244,Big Spenders
12,283,1894.11,4,4,4,444,Best Customers
211,33,816.73,1,2,3,123,Almost Lost
21,249,4345.5,3,4,4,344,Best Customers
235,21,406.48,1,2,2,122,Almost Lost
138,19,435.02,2,2,2,222,Almost Lost
3,61,1161.27,4,3,3,433,Best Customers
56,42,1178.56,2,2,3,223,Almost Lost
122,87,1262.75,2,3,3,233,Big Spenders
108,16,167.61,2,1,1,211,Almost Lost
29,1,20.8,3,1,1,311,Loyal Customers
0,54,2085.08,4,3,4,434,Best Customers
184,26,493.67,1,2,2,122,Almost Lost
8,18,292.34,4,2,1,421,Loyal Customers
238,16,416.64,1,1,2,112,Lost Customers
86,7,117.35000000000001,2,1,1,211,Almost Lost
38,101,507.05,3,3,2,332,Lost Customers
115,14,234.17,2,1,1,211,Almost Lost
186,7,110.55000000000001,1,1,1,111,Lost Customers
226,26,201.19,1,2,1,121,Lost Customers
7,31,2148.47,4,2,4,424,Loyal Customers
188,21,319.02,1,2,2,122,Almost Lost
3,31,439.43,4,2,2,422,Loyal Customers
38,42,650.41,3,2,3,323,Loyal Customers
2,42,232.20999999999998,4,2,1,421,Loyal Customers
266,2,251.51999999999998,1,1,1,111,Lost Customers
77,39,344.33,2,2,2,222,Almost Lost
3,91,1809.05,4,3,4,434,Best Customers
254,87,1078.96,1,3,3,133,Big Spenders
60,22,384.06,2,2,2,222,Almost Lost
12,149,1920.2,4,4,4,444,Best Customers
77,418,4392.42,2,4,4,244,Big Spenders
16,121,5461.62,4,4,4,444,Best Customers
29,3,1873.2,3,1,4,314,Loyal Customers
2,129,1625.05,4,4,4,444,Best Customers
4,7,126.12,4,1,1,411,Loyal Customers
6,12,1133.25,4,1,3,413,Loyal Customers
218,1,179.0,1,1,1,111,Lost Customers
10,95,1601.8600000000001,4,3,3,433,Best Customers
371,1,-1.25,1,1,1,111,Lost Customers
29,41,1427.46,3,2,3,323,Loyal Customers
287,12,702.0,1,1,3,113,Lost Customers
149,6,287.02000000000004,1,1,1,111,Lost Customers
22,23,484.82,3,2,2,322,Loyal Customers
0,169,3989.57,4,4,4,444,Best Customers
72,50,1487.78,2,3,3,233,Big Spenders
45,44,1412.94,3,3,3,333,Best Customers
4,44,781.78,4,3,3,433,Best Customers
50,53,877.4300000000001,2,3,3,233,Big Spenders
16,12,185.46,4,1,1,411,Loyal Customers
29,15,270.9,3,1,1,311,Loyal Customers
7,75,565.58,4,3,2,432,Lost Customers
28,217,1842.56,3,4,4,344,Best Customers
2,268,8574.11,4,4,4,444,Best Customers
40,16,920.1,3,1,3,313,Loyal Customers
10,234,1272.61,4,4,3,443,Best Customers
30,7,71.0,3,1,1,311,Loyal Customers
44,3,95.85,3,1,1,311,Loyal Customers
60,9,357.77,2,1,2,212,Almost Lost
184,4,154.82999999999998,1,1,1,111,Lost Customers
78,155,848.59,2,4,3,243,Big Spenders
110,2,716.0,2,1,3,213,Almost Lost
63,11,146.87,2,1,1,211,Almost Lost
11,22,380.35,4,2,2,422,Loyal Customers
85,28,1030.14,2,2,3,223,Almost Lost
15,32,734.5699999999999,4,2,3,423,Loyal Customers
245,32,388.33,1,2,2,122,Almost Lost
77,77,1253.22,2,3,3,233,Big Spenders
29,22,112.4,3,2,1,321,Loyal Customers
137,15,449.73,2,1,2,212,Almost Lost
26,71,1065.77,3,3,3,333,Best Customers
2,98,1044.3799999999999,4,3,3,433,Best Customers
31,102,1735.18,3,3,4,334,Best Customers
8,10,897.4300000000001,4,1,3,413,Loyal Customers
112,22,339.44,2,2,2,222,Almost Lost
156,22,642.02,1,2,2,122,Almost Lost
84,65,1100.9,2,3,3,233,Big Spenders
114,48,864.32,2,3,3,233,Big Spenders
2,322,5594.78,4,4,4,444,Best Customers
95,316,3228.84,2,4,4,244,Big Spenders
193,43,247.14000000000001,1,3,1,131,Lost Customers
27,92,413.75,3,3,2,332,Lost Customers
128,14,496.38,2,1,2,212,Almost Lost
27,84,1353.83,3,3,3,333,Best Customers
81,62,1179.89,2,3,3,233,Big Spenders
29,516,3095.04,3,4,4,344,Best Customers
265,5,234.24,1,1,1,111,Lost Customers
73,101,5116.13,2,3,4,234,Big Spenders
313,71,534.47,1,3,2,132,Lost Customers
8,82,1421.59,4,3,3,433,Best Customers
58,62,859.35,2,3,3,233,Big Spenders
142,1,-112.35,2,1,1,211,Almost Lost
11,297,4531.34,4,4,4,444,Best Customers
27,154,2655.2200000000003,3,4,4,344,Best Customers
113,64,312.14,2,3,2,232,Lost Customers
8,148,2385.48,4,4,4,444,Best Customers
17,174,1446.09,3,4,3,343,Best Customers
17,80,813.77,3,3,3,333,Best Customers
35,25,841.0799999999999,3,2,3,323,Loyal Customers
35,28,378.2,3,2,2,322,Loyal Customers
77,2,118.80000000000001,2,1,1,211,Almost Lost
21,9,285.5,3,1,1,311,Loyal Customers
24,64,290.16,3,3,1,331,Lost Customers
32,81,2003.85,3,3,4,334,Best Customers
108,52,1405.78,2,3,3,233,Big Spenders
34,162,2949.75,3,4,4,344,Best Customers
122,189,1555.05,2,4,3,243,Big Spenders
6,96,2050.08,4,3,4,434,Best Customers
27,115,1991.01,3,4,4,344,Best Customers
3,64,2041.8500000000001,4,3,4,434,Best Customers
2,198,3802.81,4,4,4,444,Best Customers
49,125,1777.78,3,4,4,344,Best Customers
317,15,270.20000000000005,1,1,1,111,Lost Customers
21,77,1088.2,3,3,3,333,Best Customers
8,52,992.6800000000001,4,3,3,433,Best Customers
1,213,937.92,4,4,3,443,Best Customers
17,65,971.74,3,3,3,333,Best Customers
9,42,1621.73,4,2,4,424,Loyal Customers
261,1,25.5,1,1,1,111,Lost Customers
158,90,665.78,1,3,3,133,Big Spenders
32,421,10380.43,3,4,4,344,Best Customers
28,121,869.6800000000001,3,4,3,343,Best Customers
164,12,163.29999999999998,1,1,1,111,Lost Customers
46,30,248.61,3,2,1,321,Loyal Customers
5,135,747.22,4,4,3,443,Best Customers
7,43,806.9000000000001,4,3,3,433,Best Customers
287,9,116.19999999999999,1,1,1,111,Lost Customers
317,10,157.02,1,1,1,111,Lost Customers
2,38,593.61,4,2,2,422,Loyal Customers
232,18,307.46,1,2,2,122,Almost Lost
118,7,138.32,2,1,1,211,Almost Lost
161,9,345.29999999999995,1,1,2,112,Lost Customers
184,32,298.89,1,2,2,122,Almost Lost
